date,position,number
2014-05-15,primero,83
2014-05-16,tercero,73
2014-05-16,segundo,32
2014-05-16,primero,10
2014-05-17,primero,37
2014-05-17,tercero,74
2014-05-17,segundo,45
2014-05-18,tercero,56
2014-05-18,segundo,44
2014-05-18,primero,16
2014-05-19,tercero,28
2014-05-19,segundo,86
2014-05-19,primero,36
2014-05-20,tercero,15
2014-05-20,segundo,47
2014-05-20,primero,4
2014-05-21,tercero,44
2014-05-21,segundo,52
2014-05-21,primero,4
2014-05-22,primero,97
2014-05-22,tercero,58
2014-05-22,segundo,54
2014-05-24,tercero,34
2014-05-24,segundo,41
2014-05-24,primero,58
2014-05-25,tercero,49
2014-05-25,segundo,61
2014-05-25,primero,88
2014-05-26,tercero,63
2014-05-26,segundo,88
2014-05-26,primero,50
2014-05-27,primero,97
2014-05-27,tercero,85
2014-05-27,segundo,41
2014-05-28,tercero,26
2014-05-28,segundo,82
2014-05-28,primero,33
2014-05-29,tercero,11
2014-05-29,segundo,94
2014-05-29,primero,50
2014-05-30,tercero,16
2014-05-30,segundo,88
2014-05-30,primero,63
2014-05-31,primero,91
2014-05-31,tercero,11
2014-05-31,segundo,44
2014-06-01,tercero,25
2014-06-01,segundo,91
2014-06-01,primero,35
2014-06-03,tercero,77
2014-06-03,segundo,38
2014-06-03,primero,55
2014-06-04,tercero,88
2014-06-04,segundo,62
2014-06-04,primero,60
2014-06-05,primero,75
2014-06-05,segundo,93
2014-06-05,tercero,7
2014-06-06,primero,5
2014-06-06,tercero,57
2014-06-06,segundo,76
2014-06-07,primero,44
2014-06-07,tercero,37
2014-06-07,segundo,45
2014-06-08,primero,27
2014-06-08,tercero,7
2014-06-08,segundo,82
2014-06-09,tercero,82
2014-06-09,segundo,12
2014-06-09,primero,54
2014-06-10,tercero,75
2014-06-10,segundo,62
2014-06-10,primero,66
2014-06-11,primero,10
2014-06-11,segundo,97
2014-06-11,tercero,89
2014-06-13,segundo,68
2014-06-13,primero,2
2014-06-13,tercero,34
2014-06-14,tercero,63
2014-06-14,segundo,63
2014-06-14,primero,58
2014-06-15,tercero,23
2014-06-15,segundo,98
2014-06-15,primero,13
2014-06-16,primero,70
2014-06-16,tercero,39
2014-06-16,segundo,24
2014-06-17,tercero,37
2014-06-17,segundo,45
2014-06-17,primero,18
2014-06-18,tercero,14
2014-06-18,segundo,75
2014-06-18,primero,28
2014-06-19,tercero,30
2014-06-19,segundo,18
2014-06-19,primero,34
2014-06-20,primero,80
2014-06-20,segundo,94
2014-06-20,tercero,93
2014-06-21,tercero,3
2014-06-21,segundo,93
2014-06-21,primero,43
2014-06-22,tercero,8
2014-06-22,segundo,56
2014-06-22,primero,66
2014-06-23,tercero,5
2014-06-23,segundo,37
2014-06-23,primero,30
2014-06-24,primero,3
2014-06-24,segundo,95
2014-06-24,tercero,94
2014-06-25,primero,17
2014-06-25,tercero,53
2014-06-25,segundo,64
2014-06-26,primero,93
2014-06-26,tercero,38
2014-06-26,segundo,19
2014-06-27,tercero,28
2014-06-27,segundo,49
2014-06-27,primero,67
2014-06-28,tercero,41
2014-06-28,segundo,79
2014-06-28,primero,44
2014-06-29,primero,52
2014-06-29,tercero,47
2014-06-29,segundo,56
2014-06-30,segundo,25
2014-06-30,primero,77
2014-06-30,tercero,25
2014-07-01,tercero,29
2014-07-01,segundo,10
2014-07-01,primero,10
2014-07-02,tercero,88
2014-07-02,segundo,26
2014-07-02,primero,97
2014-07-03,primero,7
2014-07-03,segundo,22
2014-07-03,tercero,72
2014-07-04,primero,68
2014-07-04,tercero,22
2014-07-04,segundo,73
2014-07-05,tercero,3
2014-07-05,segundo,50
2014-07-05,primero,68
2014-07-06,tercero,2
2014-07-06,segundo,67
2014-07-06,primero,42
2014-07-07,primero,29
2014-07-07,segundo,35
2014-07-07,tercero,14
2014-07-08,segundo,93
2014-07-08,primero,98
2014-07-08,tercero,91
2014-07-09,tercero,55
2014-07-09,segundo,61
2014-07-09,primero,2
2014-07-10,tercero,28
2014-07-10,segundo,25
2014-07-10,primero,92
2014-07-11,primero,53
2014-07-11,tercero,33
2014-07-11,segundo,31
2014-07-12,segundo,93
2014-07-12,tercero,87
2014-07-12,primero,11
2014-07-13,primero,86
2014-07-13,tercero,35
2014-07-13,segundo,66
2014-07-14,tercero,93
2014-07-14,segundo,27
2014-07-14,primero,12
2014-07-15,tercero,59
2014-07-15,segundo,29
2014-07-15,primero,24
2014-07-16,primero,13
2014-07-16,segundo,76
2014-07-16,tercero,47
2014-07-17,segundo,26
2014-07-17,primero,60
2014-07-17,tercero,16
2014-07-18,tercero,90
2014-07-18,segundo,17
2014-07-18,primero,33
2014-07-19,tercero,54
2014-07-19,segundo,32
2014-07-19,primero,43
2014-07-20,primero,30
2014-07-20,tercero,65
2014-07-20,segundo,16
2014-07-21,tercero,90
2014-07-21,segundo,25
2014-07-21,primero,40
2014-07-23,tercero,88
2014-07-23,segundo,33
2014-07-23,primero,51
2014-07-24,tercero,75
2014-07-24,segundo,6
2014-07-24,primero,68
2014-07-25,tercero,20
2014-07-25,segundo,43
2014-07-25,primero,56
2014-07-26,primero,99
2014-07-26,tercero,10
2014-07-26,segundo,92
2014-07-27,tercero,22
2014-07-27,segundo,43
2014-07-27,primero,10
2014-07-28,tercero,5
2014-07-28,segundo,97
2014-07-28,primero,11
2014-07-29,tercero,20
2014-07-29,segundo,25
2014-07-29,primero,18
2014-07-30,primero,93
2014-07-30,segundo,20
2014-07-30,tercero,8
2014-07-31,primero,61
2014-07-31,tercero,21
2014-07-31,segundo,1
2014-08-02,primero,70
2014-08-02,tercero,79
2014-08-02,segundo,27
2014-08-03,tercero,89
2014-08-03,segundo,26
2014-08-03,primero,22
2014-08-04,tercero,91
2014-08-04,segundo,39
2014-08-04,primero,20
2014-08-05,primero,50
2014-08-05,segundo,27
2014-08-05,tercero,51
2014-08-06,segundo,52
2014-08-06,primero,23
2014-08-06,tercero,18
2014-08-07,tercero,30
2014-08-07,segundo,11
2014-08-07,primero,81
2014-08-08,tercero,59
2014-08-08,segundo,90
2014-08-08,primero,14
2014-08-09,primero,58
2014-08-09,tercero,1
2014-08-09,segundo,89
2014-08-10,tercero,88
2014-08-10,segundo,14
2014-08-10,primero,17
2014-08-11,tercero,41
2014-08-11,segundo,17
2014-08-11,primero,4
2014-08-12,tercero,25
2014-08-12,segundo,60
2014-08-12,primero,71
2014-08-13,primero,25
2014-08-13,segundo,96
2014-08-13,tercero,51
2014-08-14,tercero,60
2014-08-14,segundo,51
2014-08-14,primero,52
2014-08-15,tercero,90
2014-08-15,segundo,24
2014-08-15,primero,17
2014-08-16,tercero,64
2014-08-16,segundo,70
2014-08-16,primero,57
2014-08-17,primero,94
2014-08-17,segundo,32
2014-08-17,tercero,48
2014-08-18,primero,84
2014-08-18,tercero,91
2014-08-18,segundo,48
2014-08-19,tercero,15
2014-08-19,segundo,9
2014-08-19,primero,75
2014-08-20,tercero,22
2014-08-20,segundo,73
2014-08-20,primero,71
2014-08-21,tercero,14
2014-08-21,segundo,25
2014-08-21,primero,19
2014-08-22,primero,21
2014-08-22,segundo,95
2014-08-22,tercero,82
2014-08-23,tercero,90
2014-08-23,segundo,51
2014-08-23,primero,46
2014-08-24,tercero,94
2014-08-24,segundo,6
2014-08-24,primero,82
2014-08-25,tercero,37
2014-08-25,segundo,24
2014-08-25,primero,19
2014-08-26,primero,81
2014-08-26,tercero,59
2014-08-26,segundo,92
2014-08-27,tercero,52
2014-08-27,segundo,8
2014-08-27,primero,44
2014-08-28,tercero,73
2014-08-28,segundo,49
2014-08-28,primero,9
2014-08-29,tercero,8
2014-08-29,segundo,11
2014-08-29,primero,14
2014-08-30,tercero,41
2014-08-30,segundo,43
2014-08-30,primero,6
2014-09-01,primero,40
2014-09-01,tercero,33
2014-09-01,segundo,57
2014-09-02,tercero,21
2014-09-02,segundo,90
2014-09-02,primero,69
2014-09-03,tercero,27
2014-09-03,segundo,47
2014-09-03,primero,3
2014-09-04,tercero,66
2014-09-04,segundo,47
2014-09-04,primero,76
2014-09-05,primero,20
2014-09-05,tercero,70
2014-09-05,segundo,59
2014-09-06,tercero,90
2014-09-06,segundo,46
2014-09-06,primero,88
2014-09-07,tercero,88
2014-09-07,segundo,1
2014-09-07,primero,39
2014-09-08,tercero,98
2014-09-08,segundo,69
2014-09-08,primero,68
2014-09-09,tercero,78
2014-09-09,segundo,60
2014-09-09,primero,4
2014-09-11,primero,68
2014-09-11,tercero,66
2014-09-11,segundo,69
2014-09-12,tercero,76
2014-09-12,segundo,85
2014-09-12,primero,57
2014-09-13,tercero,46
2014-09-13,segundo,99
2014-09-13,primero,16
2014-09-14,tercero,30
2014-09-14,segundo,43
2014-09-14,primero,11
2014-09-15,primero,56
2014-09-15,tercero,93
2014-09-15,segundo,91
2014-09-16,tercero,14
2014-09-16,segundo,36
2014-09-16,primero,91
2014-09-17,tercero,39
2014-09-17,segundo,5
2014-09-17,primero,57
2014-09-18,tercero,90
2014-09-18,segundo,91
2014-09-18,primero,10
2014-09-19,primero,25
2014-09-19,tercero,84
2014-09-19,segundo,7
2014-09-20,tercero,37
2014-09-20,segundo,77
2014-09-20,primero,29
2014-09-21,tercero,93
2014-09-21,segundo,53
2014-09-21,primero,21
2014-09-22,tercero,93
2014-09-22,segundo,79
2014-09-22,primero,6
2014-09-23,primero,2
2014-09-23,segundo,54
2014-09-23,tercero,85
2014-09-25,primero,64
2014-09-25,tercero,59
2014-09-25,segundo,5
2014-09-26,primero,35
2014-09-26,tercero,99
2014-09-26,segundo,61
2014-09-27,primero,49
2014-09-27,tercero,73
2014-09-27,segundo,25
2014-09-28,primero,42
2014-09-28,tercero,28
2014-09-28,segundo,37
2014-09-29,tercero,25
2014-09-29,segundo,40
2014-09-29,primero,51
2014-10-01,tercero,14
2014-10-01,segundo,46
2014-10-01,primero,2
2014-10-02,primero,69
2014-10-02,segundo,73
2014-10-02,tercero,85
2014-10-03,segundo,97
2014-10-03,primero,29
2014-10-03,tercero,48
2014-10-04,tercero,2
2014-10-04,segundo,32
2014-10-04,primero,5
2014-10-05,tercero,21
2014-10-05,segundo,47
2014-10-05,primero,13
2014-10-06,primero,79
2014-10-06,tercero,98
2014-10-06,segundo,69
2014-10-07,tercero,49
2014-10-07,segundo,8
2014-10-07,primero,60
2014-10-08,tercero,68
2014-10-08,segundo,84
2014-10-08,primero,11
2014-10-09,tercero,35
2014-10-09,segundo,67
2014-10-09,primero,80
2014-10-11,primero,30
2014-10-11,segundo,85
2014-10-11,tercero,17
2014-10-12,tercero,34
2014-10-12,segundo,20
2014-10-12,primero,43
2014-10-13,tercero,30
2014-10-13,segundo,66
2014-10-13,primero,59
2014-10-14,tercero,81
2014-10-14,segundo,12
2014-10-14,primero,72
2014-10-15,primero,11
2014-10-15,segundo,39
2014-10-15,tercero,68
2014-10-16,primero,12
2014-10-16,tercero,89
2014-10-16,segundo,85
2014-10-17,primero,37
2014-10-17,tercero,33
2014-10-17,segundo,48
2014-10-18,tercero,71
2014-10-18,segundo,26
2014-10-18,primero,66
2014-10-19,tercero,55
2014-10-19,segundo,59
2014-10-19,primero,31
2014-10-21,primero,91
2014-10-21,tercero,86
2014-10-21,segundo,5
2014-10-22,segundo,16
2014-10-22,primero,82
2014-10-22,tercero,14
2014-10-23,tercero,98
2014-10-23,segundo,36
2014-10-23,primero,25
2014-10-24,tercero,86
2014-10-24,segundo,90
2014-10-24,primero,89
2014-10-25,primero,13
2014-10-25,segundo,96
2014-10-25,tercero,95
2014-10-26,primero,84
2014-10-26,tercero,77
2014-10-26,segundo,70
2014-10-27,tercero,42
2014-10-27,segundo,18
2014-10-27,primero,97
2014-10-28,tercero,52
2014-10-28,segundo,39
2014-10-28,primero,35
2014-10-29,primero,92
2014-10-29,segundo,33
2014-10-29,tercero,22
2014-10-31,segundo,23
2014-10-31,primero,20
2014-10-31,tercero,47
2014-11-01,tercero,15
2014-11-01,segundo,45
2014-11-01,primero,20
2014-11-02,tercero,10
2014-11-02,segundo,46
2014-11-02,primero,80
2014-11-03,primero,53
2014-11-03,segundo,2
2014-11-03,tercero,92
2014-11-04,primero,44
2014-11-04,tercero,13
2014-11-04,segundo,68
2014-11-05,tercero,62
2014-11-05,segundo,26
2014-11-05,primero,39
2014-11-06,tercero,2
2014-11-06,segundo,59
2014-11-06,primero,85
2014-11-07,tercero,97
2014-11-07,segundo,69
2014-11-07,primero,43
2014-11-08,primero,44
2014-11-08,segundo,77
2014-11-08,tercero,80
2014-11-10,tercero,14
2014-11-10,segundo,53
2014-11-10,primero,87
2014-11-11,tercero,11
2014-11-11,segundo,88
2014-11-11,primero,13
2014-11-12,tercero,56
2014-11-12,segundo,92
2014-11-12,primero,23
2014-11-13,primero,55
2014-11-13,segundo,12
2014-11-13,tercero,38
2014-11-14,tercero,10
2014-11-14,segundo,14
2014-11-14,primero,7
2014-11-15,tercero,29
2014-11-15,segundo,10
2014-11-15,primero,54
2014-11-16,tercero,54
2014-11-16,segundo,52
2014-11-16,primero,79
2014-11-17,tercero,81
2014-11-17,segundo,2
2014-11-17,primero,29
2014-11-18,primero,25
2014-11-18,tercero,80
2014-11-18,segundo,29
2014-11-20,tercero,28
2014-11-20,segundo,88
2014-11-20,primero,33
2014-11-21,tercero,35
2014-11-21,segundo,97
2014-11-21,primero,77
2014-11-22,tercero,51
2014-11-22,segundo,63
2014-11-22,primero,55
2014-11-23,primero,12
2014-11-23,tercero,20
2014-11-23,segundo,80
2014-11-24,tercero,60
2014-11-24,segundo,30
2014-11-24,primero,26
2014-11-25,tercero,23
2014-11-25,segundo,27
2014-11-25,primero,5
2014-11-26,tercero,34
2014-11-26,segundo,61
2014-11-26,primero,63
2014-11-27,tercero,58
2014-11-27,segundo,1
2014-11-27,primero,6
2014-11-28,primero,32
2014-11-28,tercero,35
2014-11-28,segundo,98
2014-11-30,tercero,10
2014-11-30,segundo,33
2014-11-30,primero,59
2014-12-01,tercero,32
2014-12-01,segundo,70
2014-12-01,primero,91
2014-12-02,tercero,50
2014-12-02,segundo,22
2014-12-02,primero,60
2014-12-03,primero,40
2014-12-03,tercero,7
2014-12-03,segundo,45
2014-12-04,tercero,17
2014-12-04,segundo,34
2014-12-04,primero,70
2014-12-05,tercero,7
2014-12-05,segundo,63
2014-12-05,primero,68
2014-12-06,tercero,83
2014-12-06,segundo,7
2014-12-06,primero,67
2014-12-07,primero,73
2014-12-07,tercero,4
2014-12-07,segundo,5
2014-12-08,tercero,78
2014-12-08,segundo,37
2014-12-08,primero,95
2014-12-10,tercero,7
2014-12-10,segundo,80
2014-12-10,primero,34
2014-12-11,tercero,82
2014-12-11,segundo,49
2014-12-11,primero,72
2014-12-12,primero,45
2014-12-12,segundo,82
2014-12-12,tercero,86
2014-12-13,primero,45
2014-12-13,tercero,95
2014-12-13,segundo,39
2014-12-14,primero,98
2014-12-14,tercero,40
2014-12-14,segundo,1
2014-12-15,primero,94
2014-12-15,tercero,40
2014-12-15,segundo,51
2014-12-16,tercero,50
2014-12-16,segundo,72
2014-12-16,primero,43
2014-12-17,tercero,33
2014-12-17,segundo,35
2014-12-17,primero,64
2014-12-18,primero,8
2014-12-18,tercero,55
2014-12-18,segundo,41
2014-12-19,segundo,82
2014-12-19,primero,20
2014-12-19,tercero,38
2014-12-20,tercero,1
2014-12-20,segundo,3
2014-12-20,primero,69
2014-12-21,tercero,54
2014-12-21,segundo,89
2014-12-21,primero,4
2014-12-22,primero,0
2014-12-22,segundo,49
2014-12-22,tercero,76
2014-12-23,primero,83
2014-12-23,tercero,79
2014-12-23,segundo,57
2014-12-26,tercero,71
2014-12-26,segundo,54
2014-12-26,primero,31
2014-12-27,tercero,74
2014-12-27,segundo,45
2014-12-27,primero,58
2014-12-28,primero,6
2014-12-28,segundo,41
2014-12-28,tercero,79
2014-12-29,segundo,13
2014-12-29,primero,4
2014-12-29,tercero,31
2014-12-30,tercero,44
2014-12-30,segundo,22
2014-12-30,primero,8
2015-01-02,tercero,64
2015-01-02,segundo,11
2015-01-02,primero,2
2015-01-03,primero,85
2015-01-03,tercero,70
2015-01-03,segundo,48
2015-01-04,tercero,59
2015-01-04,segundo,84
2015-01-04,primero,64
2015-01-05,tercero,54
2015-01-05,segundo,14
2015-01-05,primero,84
2015-01-06,tercero,40
2015-01-06,segundo,37
2015-01-06,primero,53
2015-01-07,tercero,9
2015-01-07,segundo,39
2015-01-07,primero,81
2015-01-09,primero,75
2015-01-09,tercero,63
2015-01-09,segundo,32
2015-01-10,tercero,71
2015-01-10,segundo,24
2015-01-10,primero,71
2015-01-11,tercero,9
2015-01-11,segundo,37
2015-01-11,primero,21
2015-01-12,tercero,57
2015-01-12,segundo,56
2015-01-12,primero,4
2015-01-13,primero,66
2015-01-13,tercero,5
2015-01-13,segundo,0
2015-01-14,tercero,18
2015-01-14,segundo,94
2015-01-14,primero,47
2015-01-15,tercero,44
2015-01-15,segundo,34
2015-01-15,primero,48
2015-01-16,tercero,21
2015-01-16,segundo,90
2015-01-16,primero,80
2015-01-17,primero,26
2015-01-17,tercero,58
2015-01-17,segundo,71
2015-01-18,tercero,38
2015-01-18,segundo,17
2015-01-18,primero,42
2015-01-19,tercero,59
2015-01-19,segundo,11
2015-01-19,primero,61
2015-01-20,tercero,39
2015-01-20,segundo,96
2015-01-20,primero,25
2015-01-22,primero,54
2015-01-22,segundo,68
2015-01-22,tercero,18
2015-01-23,primero,96
2015-01-23,tercero,96
2015-01-23,segundo,52
2015-01-24,primero,27
2015-01-24,tercero,36
2015-01-24,segundo,16
2015-01-25,primero,16
2015-01-25,tercero,55
2015-01-25,segundo,33
2015-01-26,tercero,11
2015-01-26,segundo,88
2015-01-26,primero,37
2015-01-27,tercero,79
2015-01-27,segundo,76
2015-01-27,primero,82
2015-01-29,primero,9
2015-01-29,segundo,94
2015-01-29,tercero,31
2015-01-30,segundo,41
2015-01-30,primero,95
2015-01-30,tercero,24
2015-01-31,tercero,22
2015-01-31,segundo,96
2015-01-31,primero,17
2015-02-01,tercero,8
2015-02-01,segundo,23
2015-02-01,primero,92
2015-02-02,primero,42
2015-02-02,tercero,13
2015-02-02,segundo,33
2015-02-03,tercero,15
2015-02-03,segundo,16
2015-02-03,primero,75
2015-02-04,tercero,28
2015-02-04,segundo,65
2015-02-04,primero,55
2015-02-05,tercero,99
2015-02-05,segundo,65
2015-02-05,primero,39
2015-02-06,primero,4
2015-02-06,segundo,40
2015-02-06,tercero,27
2015-02-07,tercero,38
2015-02-07,segundo,95
2015-02-07,primero,8
2015-02-08,tercero,75
2015-02-08,segundo,81
2015-02-08,primero,54
2015-02-09,tercero,49
2015-02-09,segundo,35
2015-02-09,primero,63
2015-02-10,primero,96
2015-02-10,segundo,84
2015-02-10,tercero,93
2015-02-11,primero,18
2015-02-11,tercero,36
2015-02-11,segundo,87
2015-02-12,primero,8
2015-02-12,tercero,76
2015-02-12,segundo,19
2015-02-13,tercero,50
2015-02-13,segundo,74
2015-02-13,primero,53
2015-02-14,tercero,17
2015-02-14,segundo,31
2015-02-14,primero,97
2015-02-15,primero,87
2015-02-15,tercero,81
2015-02-15,segundo,28
2015-02-16,segundo,51
2015-02-16,primero,22
2015-02-16,tercero,70
2015-02-18,tercero,49
2015-02-18,segundo,81
2015-02-18,primero,41
2015-02-19,tercero,85
2015-02-19,segundo,13
2015-02-19,primero,62
2015-02-20,primero,14
2015-02-20,segundo,60
2015-02-20,tercero,56
2015-02-21,primero,31
2015-02-21,tercero,64
2015-02-21,segundo,62
2015-02-22,tercero,61
2015-02-22,segundo,78
2015-02-22,primero,3
2015-02-23,tercero,10
2015-02-23,segundo,46
2015-02-23,primero,10
2015-02-24,primero,65
2015-02-24,segundo,70
2015-02-24,tercero,28
2015-02-25,segundo,98
2015-02-25,primero,38
2015-02-25,tercero,88
2015-02-26,tercero,47
2015-02-26,segundo,87
2015-02-26,primero,74
2015-02-28,tercero,98
2015-02-28,segundo,15
2015-02-28,primero,90
2015-03-01,primero,25
2015-03-01,tercero,94
2015-03-01,segundo,68
2015-03-02,segundo,59
2015-03-02,tercero,55
2015-03-02,primero,67
2015-03-03,primero,58
2015-03-03,tercero,19
2015-03-03,segundo,85
2015-03-04,primero,56
2015-03-04,tercero,48
2015-03-04,segundo,65
2015-03-05,primero,66
2015-03-05,tercero,25
2015-03-05,segundo,65
2015-03-06,primero,8
2015-03-06,tercero,27
2015-03-06,segundo,74
2015-03-07,primero,74
2015-03-07,tercero,60
2015-03-07,segundo,30
2015-03-08,tercero,10
2015-03-08,segundo,65
2015-03-08,primero,87
2015-03-09,tercero,82
2015-03-09,segundo,93
2015-03-09,primero,38
2015-03-10,primero,87
2015-03-10,tercero,43
2015-03-10,segundo,93
2015-03-11,segundo,10
2015-03-11,primero,2
2015-03-11,tercero,78
2015-03-12,tercero,66
2015-03-12,segundo,59
2015-03-12,primero,58
2015-03-13,tercero,76
2015-03-13,segundo,0
2015-03-13,primero,0
2015-03-14,primero,35
2015-03-14,segundo,67
2015-03-14,tercero,16
2015-03-15,primero,61
2015-03-15,tercero,3
2015-03-15,segundo,56
2015-03-16,tercero,47
2015-03-16,segundo,68
2015-03-16,primero,48
2015-03-17,tercero,43
2015-03-17,segundo,89
2015-03-17,primero,90
2015-03-18,primero,64
2015-03-18,segundo,60
2015-03-18,tercero,94
2015-03-20,segundo,56
2015-03-20,primero,55
2015-03-20,tercero,10
2015-03-21,tercero,65
2015-03-21,segundo,45
2015-03-21,primero,3
2015-03-22,tercero,83
2015-03-22,segundo,94
2015-03-22,primero,54
2015-03-23,primero,23
2015-03-23,tercero,67
2015-03-23,segundo,8
2015-03-24,tercero,68
2015-03-24,segundo,56
2015-03-24,primero,81
2015-03-25,tercero,59
2015-03-25,segundo,77
2015-03-25,primero,77
2015-03-26,tercero,8
2015-03-26,segundo,72
2015-03-26,primero,85
2015-03-27,tercero,47
2015-03-27,segundo,66
2015-03-27,primero,3
2015-03-28,primero,51
2015-03-28,tercero,11
2015-03-28,segundo,62
2015-03-29,tercero,40
2015-03-29,segundo,21
2015-03-29,primero,28
2015-03-30,tercero,89
2015-03-30,segundo,48
2015-03-30,primero,54
2015-03-31,tercero,37
2015-03-31,segundo,72
2015-03-31,primero,57
2015-04-01,primero,82
2015-04-01,tercero,26
2015-04-01,segundo,55
2015-04-05,tercero,82
2015-04-05,segundo,71
2015-04-05,primero,6
2015-04-06,tercero,10
2015-04-06,segundo,52
2015-04-06,primero,91
2015-04-07,tercero,53
2015-04-07,segundo,79
2015-04-07,primero,44
2015-04-09,primero,51
2015-04-09,tercero,74
2015-04-09,segundo,64
2015-04-10,tercero,80
2015-04-10,segundo,77
2015-04-10,primero,8
2015-04-11,tercero,18
2015-04-11,segundo,8
2015-04-11,primero,97
2015-04-12,tercero,47
2015-04-12,segundo,2
2015-04-12,primero,25
2015-04-13,primero,0
2015-04-13,segundo,81
2015-04-13,tercero,23
2015-04-14,primero,38
2015-04-14,tercero,24
2015-04-14,segundo,61
2015-04-15,primero,68
2015-04-15,tercero,58
2015-04-15,segundo,20
2015-04-16,primero,63
2015-04-16,tercero,14
2015-04-16,segundo,46
2015-04-17,tercero,1
2015-04-17,segundo,35
2015-04-17,primero,37
2015-04-19,tercero,60
2015-04-19,segundo,54
2015-04-19,primero,69
2015-04-20,primero,40
2015-04-20,segundo,44
2015-04-20,tercero,80
2015-04-21,segundo,85
2015-04-21,primero,3
2015-04-21,tercero,93
2015-04-22,tercero,91
2015-04-22,segundo,90
2015-04-22,primero,40
2015-04-23,tercero,29
2015-04-23,segundo,65
2015-04-23,primero,66
2015-04-24,primero,69
2015-04-24,tercero,71
2015-04-24,segundo,70
2015-04-25,tercero,61
2015-04-25,segundo,13
2015-04-25,primero,21
2015-04-26,tercero,41
2015-04-26,segundo,12
2015-04-26,primero,25
2015-04-27,tercero,86
2015-04-27,segundo,85
2015-04-27,primero,85
2015-04-28,primero,89
2015-04-28,segundo,82
2015-04-28,tercero,96
2015-04-29,tercero,7
2015-04-29,segundo,53
2015-04-29,primero,41
2015-04-30,tercero,61
2015-04-30,segundo,0
2015-04-30,primero,63
2015-05-01,tercero,6
2015-05-01,segundo,89
2015-05-01,primero,38
2015-05-02,primero,3
2015-05-02,segundo,58
2015-05-02,tercero,44
2015-05-03,primero,18
2015-05-03,tercero,55
2015-05-03,segundo,22
2015-05-04,primero,51
2015-05-04,tercero,84
2015-05-04,segundo,24
2015-05-05,tercero,69
2015-05-05,segundo,97
2015-05-05,primero,38
2015-05-06,tercero,90
2015-05-06,segundo,39
2015-05-06,primero,10
2015-05-07,primero,19
2015-05-07,tercero,93
2015-05-07,segundo,25
2015-05-09,segundo,82
2015-05-09,primero,50
2015-05-09,tercero,71
2015-05-10,tercero,55
2015-05-10,segundo,2
2015-05-10,primero,2
2015-05-11,tercero,84
2015-05-11,segundo,9
2015-05-11,primero,27
2015-05-12,primero,27
2015-05-12,segundo,23
2015-05-12,tercero,34
2015-05-13,primero,9
2015-05-13,tercero,82
2015-05-13,segundo,47
2015-05-14,tercero,54
2015-05-14,segundo,50
2015-05-14,primero,5
2015-05-15,tercero,82
2015-05-15,segundo,62
2015-05-15,primero,94
2015-05-16,primero,32
2015-05-16,segundo,38
2015-05-16,tercero,36
2015-05-17,segundo,77
2015-05-17,primero,56
2015-05-17,tercero,8
2015-05-19,tercero,41
2015-05-19,segundo,12
2015-05-19,primero,9
2015-05-20,tercero,84
2015-05-20,segundo,24
2015-05-20,primero,8
2015-05-21,primero,98
2015-05-21,tercero,1
2015-05-21,segundo,2
2015-05-22,segundo,1
2015-05-22,tercero,22
2015-05-22,primero,13
2015-05-23,primero,9
2015-05-23,tercero,67
2015-05-23,segundo,55
2015-05-24,tercero,51
2015-05-24,segundo,98
2015-05-24,primero,77
2015-05-25,tercero,23
2015-05-25,segundo,35
2015-05-25,primero,26
2015-05-26,primero,90
2015-05-26,segundo,43
2015-05-26,tercero,68
2015-05-27,segundo,98
2015-05-27,primero,52
2015-05-27,tercero,6
2015-05-29,tercero,65
2015-05-29,segundo,98
2015-05-29,primero,93
2015-05-30,tercero,40
2015-05-30,segundo,22
2015-05-30,primero,54
2015-05-31,primero,47
2015-05-31,tercero,2
2015-05-31,segundo,46
2015-06-01,tercero,79
2015-06-01,segundo,25
2015-06-01,primero,21
2015-06-02,tercero,28
2015-06-02,segundo,94
2015-06-02,primero,82
2015-06-03,tercero,68
2015-06-03,segundo,11
2015-06-03,primero,29
2015-06-04,tercero,93
2015-06-04,segundo,5
2015-06-04,primero,63
2015-06-05,primero,10
2015-06-05,tercero,14
2015-06-05,segundo,94
2015-06-06,tercero,24
2015-06-06,segundo,93
2015-06-06,primero,75
2015-06-07,tercero,31
2015-06-07,segundo,46
2015-06-07,primero,97
2015-06-08,tercero,67
2015-06-08,segundo,98
2015-06-08,primero,30
2015-06-09,primero,2
2015-06-09,segundo,0
2015-06-09,tercero,14
2015-06-10,primero,94
2015-06-10,tercero,72
2015-06-10,segundo,2
2015-06-11,primero,72
2015-06-11,tercero,93
2015-06-11,segundo,96
2015-06-12,tercero,61
2015-06-12,segundo,62
2015-06-12,primero,87
2015-06-13,tercero,3
2015-06-13,segundo,76
2015-06-13,primero,99
2015-06-14,primero,6
2015-06-14,segundo,32
2015-06-14,tercero,20
2015-06-15,segundo,82
2015-06-15,primero,66
2015-06-15,tercero,11
2015-06-16,tercero,31
2015-06-16,segundo,13
2015-06-16,primero,70
2015-06-17,tercero,83
2015-06-17,segundo,65
2015-06-17,primero,68
2015-06-18,primero,44
2015-06-18,tercero,85
2015-06-18,segundo,87
2015-06-19,tercero,16
2015-06-19,segundo,81
2015-06-19,primero,40
2015-06-20,tercero,20
2015-06-20,segundo,11
2015-06-20,primero,87
2015-06-21,tercero,89
2015-06-21,segundo,32
